연번,종류,시도,시군구,읍면동,설치장소명,도로명주소,지번주소,경도,위도,설치일시
3723,그늘막(고정형),서울특별시,서초구,양재2동,,서울특별시 서초구 강남대로 27   (양재동),서울특별시 서초구 양재동 232 ,127.039295,37.4685074,
3724,그늘막(고정형),서울특별시,서초구,양재2동,,서울특별시 서초구 헌릉로 12   (양재동),서울특별시 서초구 양재동 231 ,127.0427347,37.4641306,
3725,그늘막(고정형),서울특별시,서초구,양재2동,영동1교삼거리 횡단보도앞,서울특별시 서초구 강남대로 45-2    (양재동),서울특별시 서초구 양재동 238 ,127.0383892,37.4734384,
3726,그늘막(고정형),서울특별시,서초구,양재2동,동산로2 펀비어킹 앞,서울특별시 서초구 동산로 2   (양재동),서울특별시 서초구 양재동 327 ,127.0402414,37.4687647,
3727,그늘막(고정형),서울특별시,서초구,양재2동,매헌지하차도 위 횡단보도, ,서울특별시 서초구 양재동 217-4 ,127.0359455,37.4610033,
3728,그늘막(고정형),서울특별시,서초구,내곡동,헌릉로176 농협하나로마트 내곡점 앞,서울특별시 서초구 헌릉로 176   (내곡동),서울특별시 서초구 내곡동 341-10 ,127.0597079,37.4569267,2017-04-01
3729,그늘막(고정형),서울특별시,서초구,내곡동,매헌역 이마트애브리데이 내곡점(청계산로203) 앞,서울특별시 서초구 청계산로 203   (신원동),서울특별시 서초구 신원동 205-1 ,127.0560822,37.4471424,2017-06-01
3730,그늘막(고정형),서울특별시,서초구,내곡동,서초더샵포레 정문 cu편의점 앞 횡단보도,서울특별시 서초구 헌릉로8길 60   (내곡동),서울특별시 서초구 내곡동 149 ,127.0634661,37.4543928,2018-06-01
3731,그늘막(고정형),서울특별시,서초구,내곡동,내곡동190-3 gs내곡주유소 앞 횡단보도,서울특별시 서초구 헌릉로 210   (내곡동),서울특별시 서초구 내곡동 142-3 ,127.0629833,37.4555725,2019-08-01
3732,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타3단지에서 언남초 방향 건너편 횡단보도, ,서울특별시 서초구 신원동 408 ,127.0602899,37.4546238,2020-06-01
3733,그늘막(고정형),서울특별시,서초구,내곡동,서초더샵포레아파트 104동 건너편 한국콜마 앞,서울특별시 서초구 헌릉로8길 61   (내곡동),서울특별시 서초구 내곡동 399 ,127.0635754,37.4546115,2020-06-01
3734,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타2단지(212동)에서 언남초 방향 건너편 횡단보도,서울특별시 서초구 헌릉로8길 42   (내곡동),서울특별시 서초구 내곡동 395 ,127.0606598,37.4545078,2020-08-01
3735,그늘막(고정형),서울특별시,서초구,내곡동,,서울특별시 서초구 헌릉로 13   (염곡동),서울특별시 서초구 염곡동 300-9 ,127.0447569,37.4653799,
3736,그늘막(고정형),서울특별시,서초구,내곡동,, ,서울특별시 서초구 신원동 411-53 ,127.0594715,37.454394,
3737,그늘막(고정형),서울특별시,서초구,내곡동,내곡동 언남초등학교 정문앞, ,서울특별시 서초구 내곡동 385 ,127.0617485,37.4543475,
3738,그늘막(고정형),서울특별시,서초구,내곡동,소리박물관앞 횡단보도, ,서울특별시 서초구 신원동 562 ,127.0593276,37.4570558,
3739,그늘막(고정형),서울특별시,서초구,내곡동,언남초등학교 건너편 아파트 앞,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 342-4 ,127.0617163,37.4545612,
3740,그늘막(고정형),서울특별시,서초구,내곡동,언남초등학교 건너편 상가앞,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 134-3 ,127.0620097,37.4545229,
3741,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타3단지 301동 앞,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 134-2 ,127.0593916,37.4551755,
3742,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타2단지 208동 앞,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 139 ,127.0596115,37.4552833,
3743,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타3단지 209동 앞,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 184-3 ,127.0597623,37.4551396,
3744,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타3단지 상가쪽,"서울특별시 서초구 헌릉로8길 45   (내곡동, 서초포레스타2단지)",서울특별시 서초구 내곡동 342-3 ,127.0595253,37.4550186,
3745,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타7단지 정문 앞, ,서울특별시 서초구 신원동 271-49 ,127.0561131,37.4481864,
3746,그늘막(고정형),서울특별시,서초구,내곡동,서초더?포레1단지 정문앞, ,서울특별시 서초구 내곡동 383 ,127.0632778,37.4545336,
3747,그늘막(고정형),서울특별시,서초구,내곡동,오라카이 호텔 사거리,서울특별시 서초구 청계산로9길 1-15    (신원동),서울특별시 서초구 신원동 283-1 ,127.0539431,37.4500639,
3748,그늘막(고정형),서울특별시,서초구,내곡동,오라카이호텔 건너편, ,서울특별시 서초구 신원동 618 ,127.0541548,37.450233,
3749,그늘막(고정형),서울특별시,서초구,내곡동,한국콜마와 서초더샵포레 사이, ,서울특별시 서초구 내곡동 381 ,127.0638418,37.4545115,
3750,그늘막(고정형),서울특별시,서초구,내곡동,안골마을 큰대로변 버스전용차로 횡단보도, ,서울특별시 서초구 내곡동 195-9 ,127.0638717,37.4557417,
3751,그늘막(고정형),서울특별시,서초구,내곡동,한국콜마 앞 횡단보도,서울특별시 서초구 헌릉로8길 61   (내곡동),서울특별시 서초구 내곡동 399 ,127.0636844,37.4552411,
3752,그늘막(고정형),서울특별시,서초구,내곡동,서초포레스타 6단지, ,서울특별시 서초구 신원동 618 ,127.0549693,37.4494668,
3753,그늘막(스마트형),서울특별시,강남구,신사동,압구정역 6번 출구,서울특별시 강남구 압구정로 165   (압구정동),서울특별시 강남구 압구정동 429-1 ,127.0279464,37.5271515,2025-09-23
3754,그늘막(스마트형),서울특별시,강남구,신사동,,서울특별시 강남구 도산대로 133   (신사동),서울특별시 강남구 신사동 537-8 ,127.0230138,37.5178403,2025-09-22
3755,그늘막(고정형),서울특별시,강남구,신사동,,"서울특별시 강남구 압구정로 113   (압구정동, 미성아파트)",서울특별시 강남구 압구정동 416 ,127.0195422,37.5229442,2018-05-01
3756,그늘막(고정형),서울특별시,강남구,신사동,,서울특별시 강남구 강남대로 616   (신사동),서울특별시 강남구 신사동 501 ,127.0198552,37.5166425,2019-04-01
3757,그늘막(고정형),서울특별시,강남구,신사동,,서울특별시 강남구 도산대로 173   (신사동),서울특별시 강남구 신사동 563-33 ,127.0278566,37.5200404,2019-04-01
3758,그늘막(고정형),서울특별시,강남구,신사동,상가1동,"서울특별시 강남구 압구정로 151   (압구정동, 현대아파트)",서울특별시 강남구 압구정동 426 ,127.0240649,37.525186,2019-04-01
3759,그늘막(고정형),서울특별시,강남구,신사동,,서울특별시 강남구 압구정로 127   (압구정동),서울특별시 강남구 압구정동 425 ,127.0224302,37.5243621,2019-08-01
3760,그늘막(고정형),서울특별시,강남구,신사동,신사동주민센터 앞,서울특별시 강남구 선릉로 845   (신사동),서울특별시 강남구 신사동 664-6 ,127.040445,37.5276436,2024-08-03
3761,그늘막(고정형),서울특별시,강남구,신사동,압구정신현대아파트 맞은편,서울특별시 강남구 압구정로 144   (신사동),서울특별시 강남구 신사동 574 ,127.0246026,37.5249578,2024-08-03
3762,그늘막(고정형),서울특별시,강남구,신사동,신사중학교 도미노피자 앞,서울특별시 강남구 압구정로 114   (신사동),서울특별시 강남구 신사동 529-2 ,127.0213041,37.5232786,2019-05-01
3763,그늘막(고정형),서울특별시,강남구,신사동,신현대아파트 현대오일뱅크 앞,서울특별시 강남구 압구정로 154   (신사동),서울특별시 강남구 신사동 575-1 ,127.0265422,37.5258363,2018-09-01
3764,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 봉은사로 179   (논현동),서울특별시 강남구 논현동 192-19 ,127.0335756,37.5074738,2022-08-22
3765,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 556   (논현동),서울특별시 강남구 논현동 50-1 ,127.0216222,37.5113792,2019-08-01
3766,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 606   (논현동),서울특별시 강남구 논현동 1 ,127.0201578,37.5159838,2019-04-01
3767,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 봉은사로 129   (논현동),서울특별시 강남구 논현동 203-1 ,127.027905,37.5057003,2019-04-01
3768,그늘막(스마트형),서울특별시,강남구,논현1동,신논현역 3번출구 횡단보도 앞,서울특별시 강남구 강남대로 476   (논현동),서울특별시 강남구 논현동 200-7 ,127.0246714,37.5048363,2025-09-24
3769,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 496   (논현동),서울특별시 강남구 논현동 165-5 ,127.0239113,37.5065123,2019-06-01
3770,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 502   (논현동),서울특별시 강남구 논현동 165 ,127.0236938,37.5071655,2019-06-01
3771,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 548   (논현동),서울특별시 강남구 논현동 120 ,127.0217858,37.5110846,2019-08-01
3772,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 논현로 641   (논현동),서울특별시 강남구 논현동 152-5 ,127.0319743,37.510815,2019-08-01
3773,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 574   (논현동),서울특별시 강남구 논현동 19-7 ,127.020756,37.5130969,2019-08-01
3774,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 학동로 107   (논현동),서울특별시 강남구 논현동 51-6 ,127.0225089,37.5116656,2019-08-01
3775,그늘막(고정형),서울특별시,강남구,논현1동,,서울특별시 강남구 강남대로 524   (논현동),서울특별시 강남구 논현동 143-15 ,127.0226787,37.5089612,2019-08-01
3776,그늘막(고정형),서울특별시,강남구,논현1동,학동역 4번출구 뒤,서울특별시 강남구 논현로 667   (논현동),서울특별시 강남구 논현동 129-1 ,127.0306642,37.5136801,2022-10-28
3777,그늘막(고정형),서울특별시,강남구,논현2동,103동 앞,"서울특별시 강남구 언주로 604   (논현동, ACROHILLS논현)",서울특별시 강남구 논현동 276-1 ,127.0387841,37.5091902,2018-09-01
3778,그늘막(고정형),서울특별시,강남구,논현2동,학동사거리 삼성디지털 프라자 앞,서울특별시 강남구 도산대로 336   (논현동),서울특별시 강남구 논현동 94-26 ,127.0389707,37.5225819,2018-09-01
3779,그늘막(고정형),서울특별시,강남구,논현2동,서울세관사거리 라이브플렉스타워 앞,서울특별시 강남구 언주로 702   (논현동),서울특별시 강남구 논현동 115-13 ,127.0357129,37.5157896,2018-09-01
3780,그늘막(스마트형),서울특별시,강남구,논현2동,언주역 4번 출구,서울특별시 강남구 논현로 604   (논현동),서울특별시 강남구 논현동 234-28 ,127.0341316,37.5075747,2025-09-24
3781,그늘막(고정형),서울특별시,강남구,논현2동,서울세관사거리 쌍용자동차 횡단보도 앞,서울특별시 강남구 언주로 652   (논현동),서울특별시 강남구 논현동 238 ,127.035725,37.5150712,2018-09-01
3782,그늘막(고정형),서울특별시,강남구,논현2동,선정릉역 1번출구 국민은행 앞,서울특별시 강남구 선릉로 601   (논현동),서울특별시 강남구 논현동 278-8 ,127.04338,37.5106371,2018-09-01
3783,그늘막(고정형),서울특별시,강남구,논현2동,강남구청역 sk허브,서울특별시 강남구 학동로 342   (논현동),서울특별시 강남구 논현동 241-8 ,127.0411915,37.5168439,2019-09-01
3784,그늘막(고정형),서울특별시,강남구,논현2동,강남지인병원앞 횡단보도,서울특별시 강남구 언주로 631   (논현동),서울특별시 강남구 논현동 218-11 ,127.0351581,37.5128809,2019-09-01
3785,그늘막(고정형),서울특별시,강남구,논현2동,도산공원사거리 교통섬(남서) 1964빌딩 앞,서울특별시 강남구 도산대로 240   (논현동),서울특별시 강남구 논현동 62-10 ,127.033622,37.5211016,2023-04-30
3786,그늘막(고정형),서울특별시,강남구,논현2동,,서울특별시 강남구 언주로 738   (논현동),서울특별시 강남구 논현동 91 ,127.0342605,37.5213337,2021-09-01
3787,그늘막(고정형),서울특별시,강남구,논현2동,,서울특별시 강남구 언주로 601   (논현동),서울특별시 강남구 논현동 237-11 ,127.0379485,37.5087495,2021-09-27
3788,그늘막(고정형),서울특별시,강남구,논현2동,,서울특별시 강남구 선릉로 601   (논현동),서울특별시 강남구 논현동 278-24 ,127.0436024,37.5104987,2022-08-22
3789,그늘막(고정형),서울특별시,강남구,논현2동,강남을지병원 앞 횡단보도,서울특별시 강남구 도산대로 202   (논현동),서울특별시 강남구 논현동 59 ,127.0284265,37.5194869,2025-05-15
3790,그늘막(고정형),서울특별시,강남구,논현2동,언주역 4번 출구,서울특별시 강남구 선릉로 627   (논현동),서울특별시 강남구 논현동 267-21 ,127.0428997,37.5124301,2025-11-25
3791,그늘막(고정형),서울특별시,강남구,압구정동,성수대교남단사거리 횡단보도,서울특별시 강남구 압구정로 230   (신사동),서울특별시 강남구 신사동 617-3 ,127.0334216,37.5288732,2018-09-01
3792,그늘막(고정형),서울특별시,강남구,압구정동,압구정중학교 인근 횡단보도,서울특별시 강남구 압구정로 225   (압구정동),서울특별시 강남구 압구정동 471 ,127.0335852,37.5293954,2018-09-01
3793,그늘막(스마트형),서울특별시,강남구,압구정동,도산공원 교차로 메르세데스벤츠 전시장 앞 교통섬,서울특별시 강남구 도산대로 239   (신사동),서울특별시 강남구 신사동 629-24 ,127.0335377,37.5217001,2025-09-23
3794,그늘막(고정형),서울특별시,강남구,압구정동,압구정역사거리  교통섬(압구정구현대아파트 81동 인근),"서울특별시 강남구 압구정로 201   (압구정동, 현대아파트)",서울특별시 강남구 압구정동 469-1 ,127.0286337,37.5274964,2018-09-01
3795,그늘막(고정형),서울특별시,강남구,압구정동,압구정로데오역 1번 출구 인근 횡단보도,서울특별시 강남구 압구정로 407   (압구정동),서울특별시 강남구 압구정동 515 ,127.0409505,37.5280859,2018-09-01
3796,그늘막(고정형),서울특별시,강남구,압구정동,강남돌하우스 인근,서울특별시 강남구 압구정로 343   (압구정동),서울특별시 강남구 압구정동 494 ,127.0406766,37.5281723,2018-09-01
3797,그늘막(고정형),서울특별시,강남구,압구정동,압구정로데오역 7번 출구 인근 횡단보도,서울특별시 강남구 압구정로 343   (압구정동),서울특별시 강남구 압구정동 494 ,127.0406258,37.5280566,2018-09-01
3798,그늘막(고정형),서울특별시,강남구,압구정동,,서울특별시 강남구 언주로 865   (신사동),서울특별시 강남구 신사동 618-4 ,127.0333519,37.5277408,2018-09-01
3799,그늘막(고정형),서울특별시,강남구,압구정동,,서울특별시 강남구 언주로 866   (신사동),서울특별시 강남구 신사동 636-2 ,127.0337999,37.5276498,2018-09-01
3800,그늘막(고정형),서울특별시,강남구,압구정동,,서울특별시 강남구 선릉로 801   (신사동),서울특별시 강남구 신사동 666-13 ,127.0389092,37.5234125,2019-04-01
3801,그늘막(고정형),서울특별시,강남구,압구정동,도산공원 사거리 BMW코오롱모터스 전시장 앞,서울특별시 강남구 도산대로 301   (신사동),서울특별시 강남구 신사동 630-8 ,127.0339393,37.5218222,2019-04-01
3802,그늘막(고정형),서울특별시,강남구,압구정동,압구정로데오역 2번 출구 인근,서울특별시 강남구 압구정로 407   (압구정동),서울특별시 강남구 압구정동 515 ,127.0410444,37.5279547,2018-09-01
3803,그늘막(고정형),서울특별시,강남구,압구정동,, ,서울특별시 강남구 신사동 622-4 ,127.0331157,37.5259893,2019-06-01
3804,그늘막(스마트형),서울특별시,강남구,압구정동,,서울특별시 강남구 도산대로 203   (신사동),서울특별시 강남구 신사동 587-21 ,127.0283979,37.5201137,2025-09-23
3805,그늘막(고정형),서울특별시,강남구,압구정동,압구정로데오역 6번출구 앞, ,서울특별시 강남구 압구정동 128 ,127.0225654,37.5240435,2024-07-01
3806,그늘막(고정형),서울특별시,강남구,압구정동,나현빌딩 앞,서울특별시 강남구 도산대로 215   (신사동),서울특별시 강남구 신사동 587-12 ,127.0302132,37.5206421,2024-08-03
3807,그늘막(고정형),서울특별시,강남구,압구정동,84동 앞 횡단보도,"서울특별시 강남구 압구정로 201   (압구정동, 현대아파트)",서울특별시 강남구 압구정동 458 ,127.0301968,37.5283384,2025-05-15
3808,그늘막(고정형),서울특별시,강남구,압구정동,,"서울특별시 강남구 압구정로 309   (압구정동, 현대아파트)",서울특별시 강남구 압구정동 482 ,127.0342255,37.5293999,2025-11-10
3809,그늘막(고정형),서울특별시,강남구,압구정동,,서울특별시 강남구 압구정로 311   (압구정동),서울특별시 강남구 압구정동 483 ,127.0354056,37.529319,2025-11-18
3810,그늘막(고정형),서울특별시,강남구,압구정동,,서울특별시 강남구 압구정로 110-2    (신사동),서울특별시 강남구 신사동 667-35 ,127.0341772,37.5290127,2025-11-14
3811,그늘막(고정형),서울특별시,강남구,압구정동,에이동,"서울특별시 강남구 압구정로42길 78   (신사동, 압구정하이츠파크)",서울특별시 강남구 신사동 632 ,127.0334744,37.52318,2025-11-17
3812,그늘막(고정형),서울특별시,강남구,압구정동,에이동, ,서울특별시 강남구 신사동 668-7 ,127.0330024,37.5231395,2025-11-10
3813,그늘막(고정형),서울특별시,강남구,청담동,학동사거리 구 하나은행 건물 앞, ,서울특별시 강남구 청담동 1 ,127.0394515,37.5228507,2018-09-01
3814,그늘막(고정형),서울특별시,강남구,청담동,학동사거리 LG 청담빌딩 앞,서울특별시 강남구 도산대로 403   (청담동),서울특별시 강남구 청담동 86-1 ,127.039521,37.5235665,2018-09-01
3815,그늘막(고정형),서울특별시,강남구,청담동,청담사거리 허쉬성형외과 앞(버버리 대각선), ,서울특별시 강남구 청담동 48 ,127.0478017,37.5239999,2018-09-01
3816,그늘막(고정형),서울특별시,강남구,청담동,금하빌딩 앞 ,서울특별시 강남구 학동로 401   (청담동),서울특별시 강남구 청담동 41-2 ,127.0414972,37.517575,2019-06-01
3817,그늘막(고정형),서울특별시,강남구,청담동,트리제이빌딩앞 횡단보도, ,서울특별시 강남구 청담동 40 ,127.0407977,37.5192776,2019-06-01
3818,그늘막(고정형),서울특별시,강남구,청담동,,서울특별시 강남구 도산대로 419   (청담동),서울특별시 강남구 청담동 91-2 ,127.0416228,37.5237673,2021-09-01
3819,그늘막(고정형),서울특별시,강남구,청담동,,서울특별시 강남구 도산대로 459   (청담동),서울특별시 강남구 청담동 98-8 ,127.0469101,37.5244019,2021-11-30
3820,그늘막(고정형),서울특별시,강남구,청담동,압구정로데오역 3번출구 앞,서울특별시 강남구 선릉로 846   (청담동),서울특별시 강남구 청담동 78 ,127.0407888,37.5275215,2024-07-01
3821,그늘막(고정형),서울특별시,강남구,청담동,청담키움부동산 앞,서울특별시 강남구 선릉로 752   (청담동),서울특별시 강남구 청담동 1-16 ,127.0397893,37.5218653,2021-11-30
3822,그늘막(고정형),서울특별시,강남구,청담동,에이동,서울특별시 강남구 도산대로 521   (청담동),서울특별시 강남구 청담동 125-22 ,127.0502865,37.5248137,2025-11-14
3823,그늘막(고정형),서울특별시,강남구,청담동,에이동,서울특별시 강남구 도산대로 522   (청담동),서울특별시 강남구 청담동 50-2 ,127.0503536,37.5243457,2025-11-17
3824,그늘막(고정형),서울특별시,강남구,청담동,에이동,서울특별시 강남구 도산대로 402-2    (청담동),서울특별시 강남구 청담동 77 ,127.0471805,37.5239671,2025-11-11
3825,그늘막(고정형),서울특별시,강남구,청담동,에이동,서울특별시 강남구 도산대로 539   (청담동),서울특별시 강남구 청담동 125-12 ,127.052671,37.5250902,2025-11-20
3826,그늘막(고정형),서울특별시,강남구,삼성1동,오천주유소 앞 횡단보도,서울특별시 강남구 봉은사로 503   (삼성동),서울특별시 강남구 삼성동 71-9 ,127.0535039,37.5133704,2018-09-01
3827,그늘막(고정형),서울특별시,강남구,삼성1동,현대백화점 앞 횡단보도,서울특별시 강남구 테헤란로 517   (삼성동),서울특별시 강남구 삼성동 159-7 ,127.0594539,37.5082225,2018-06-01
3828,그늘막(고정형),서울특별시,강남구,삼성1동,,서울특별시 강남구 봉은사로 502   (삼성동),서울특별시 강남구 삼성동 145 ,127.0536945,37.512926,2018-09-01
3829,그늘막(고정형),서울특별시,강남구,삼성1동,,서울특별시 강남구 영동대로 648   (삼성동),서울특별시 강남구 삼성동 78 ,127.0575861,37.5200459,2018-09-01
3830,그늘막(고정형),서울특별시,강남구,삼성1동,봉은사역2번 출구 앞 횡단보도,서울특별시 강남구 봉은사로 543   (삼성동),서울특별시 강남구 삼성동 77-15 ,127.0594565,37.5142988,2018-09-01
3831,그늘막(고정형),서울특별시,강남구,삼성1동,봉은사 정문앞 횡단보도,서울특별시 강남구 봉은사로 531   (삼성동),서울특별시 강남구 삼성동 73-2 ,127.0571571,37.5139283,2018-09-01
3832,그늘막(고정형),서울특별시,강남구,삼성1동,청담역6번출구 앞 횡단보도,서울특별시 강남구 삼성로 654   (삼성동),서울특별시 강남구 삼성동 52 ,127.0507115,37.5186887,2018-09-01
3833,그늘막(고정형),서울특별시,강남구,삼성1동,삼성로 550 포타커피 앞,서울특별시 강남구 삼성로 550   (삼성동),서울특별시 강남구 삼성동 150-19 ,127.0547737,37.5107343,2018-09-01
3834,그늘막(고정형),서울특별시,강남구,삼성1동,포스코사거리 VPLEX 앞,서울특별시 강남구 테헤란로 501   (삼성동),서울특별시 강남구 삼성동 157-31 ,127.0568649,37.5071987,2018-09-01
3835,그늘막(고정형),서울특별시,강남구,삼성1동,한국도심공항터미널 앞 횡단보도,서울특별시 강남구 테헤란로87길 22   (삼성동),서울특별시 강남구 삼성동 159-6 ,127.0588045,37.5094017,2020-04-01
3836,그늘막(고정형),서울특별시,강남구,삼성1동,코엑스인터컨티넨탈서울,서울특별시 강남구 봉은사로 524   (삼성동),서울특별시 강남구 삼성동 159 ,127.0579845,37.5136768,2023-06-30
3837,그늘막(스마트형),서울특별시,강남구,삼성2동,포스코사거리 KG우준타워 앞,서울특별시 강남구 테헤란로 447   (삼성동),서울특별시 강남구 삼성동 144-29 ,127.056217,37.507039,2025-09-24
3838,그늘막(고정형),서울특별시,강남구,삼성2동,횡단보도 앞,서울특별시 강남구 봉은사로 404   (삼성동),서울특별시 강남구 삼성동 112-1 ,127.0441363,37.5101684,2018-09-01
3839,그늘막(고정형),서울특별시,강남구,삼성2동,강남구보건소 앞 횡단보도,서울특별시 강남구 선릉로 668   (삼성동),서울특별시 강남구 삼성동 8 ,127.0418021,37.5161662,2019-06-01
3840,그늘막(고정형),서울특별시,강남구,삼성2동,,서울특별시 강남구 선릉로 602   (삼성동),서울특별시 강남구 삼성동 37-20 ,127.0439385,37.5105809,2022-08-22
3841,그늘막(고정형),서울특별시,강남구,삼성2동,브라운스톤 레전드,"서울특별시 강남구 선릉로 660   (삼성동, 브라운스톤 레전드)",서울특별시 강남구 삼성동 8-2 ,127.0421734,37.5152948,2022-08-22
3842,그늘막(고정형),서울특별시,강남구,삼성2동,,서울특별시 강남구 봉은사로 419   (삼성동),서울특별시 강남구 삼성동 38-34 ,127.0459762,37.5111042,2022-08-22
3843,그늘막(고정형),서울특별시,강남구,삼성2동,,서울특별시 강남구 봉은사로 479   (삼성동),서울특별시 강남구 삼성동 51-2 ,127.0528789,37.5131135,2022-08-22
3844,그늘막(고정형),서울특별시,강남구,삼성2동,,서울특별시 강남구 선릉로 628   (삼성동),서울특별시 강남구 삼성동 34-25 ,127.0431814,37.5124832,2025-11-10
3845,그늘막(스마트형),서울특별시,강남구,대치1동,,서울특별시 강남구 삼성로 150-2    (대치동),서울특별시 강남구 대치동 508 ,127.0629787,37.4941753,2025-11-18
3846,그늘막(고정형),서울특별시,강남구,대치1동,강남구 남부순환로(대치동),서울특별시 강남구 남부순환로 2912   (대치동),서울특별시 강남구 대치동 500 ,127.0557499,37.4907994,2019-05-14
3847,그늘막(고정형),서울특별시,강남구,대치1동,한티역 4번출구 앞, ,서울특별시 강남구 대치동 404 ,127.0531767,37.4961554,2019-04-16
3848,그늘막(고정형),서울특별시,강남구,대치1동,대치역2번출구 대원빌딩 앞,서울특별시 강남구 남부순환로 2947   (대치동),서울특별시 강남구 대치동 599 ,127.0628897,37.4945952,2019-04-16
3849,그늘막(고정형),서울특별시,강남구,대치1동,도곡역 2번출구 미니스톱 앞, ,서울특별시 강남구 대치동 670-1 ,127.0554901,37.4912489,2018-09-10
3850,그늘막(고정형),서울특별시,강남구,대치1동,남부순환로 선경아파트 횡단보도 앞, ,서울특별시 강남구 대치동 500-3 ,127.0597468,37.492689,2019-07-23
3851,그늘막(고정형),서울특별시,강남구,대치1동,남부순환로2917 청실상가 앞,서울특별시 강남구 남부순환로 2917   (대치동),서울특별시 강남구 대치동 626 ,127.0593367,37.4929567,2020-07-16
3852,그늘막(고정형),서울특별시,강남구,대치1동,,서울특별시 강남구 도곡로 444   (대치동),서울특별시 강남구 대치동 1021 ,127.059091,37.4980795,2020-07-16
3853,그늘막(고정형),서울특별시,강남구,대치1동,상가동,"서울특별시 강남구 삼성로 151   (대치동, 선경아파트)",서울특별시 강남구 대치동 506 ,127.0613721,37.4933275,2022-08-22
3854,그늘막(고정형),서울특별시,강남구,대치1동,고용노동부강남지청 국민은행 앞,서울특별시 강남구 도곡로 408   (대치동),서울특별시 강남구 대치동 1024 ,127.0549187,37.4967885,2025-05-15
3855,그늘막(스마트형),서울특별시,강남구,대치2동,212 대치역 사거리 보행자섬(은마상가 방면),"서울특별시 강남구 삼성로 212   (대치동, 은마아파트)",서울특별시 강남구 대치동 316 ,127.0633819,37.4948106,2025-09-25
3856,그늘막(고정형),서울특별시,강남구,대치2동,대치역사거리 하이마트 앞,서울특별시 강남구 삼성로 156   (대치동),서울특별시 강남구 대치동 509 ,127.0636401,37.4943087,2018-09-01
3857,그늘막(스마트형),서울특별시,강남구,대치2동,학여울역 사거리 자전거대여소 앞(교통섬)(대치쌍용1차아파트 방면),서울특별시 강남구 영동대로 202   (대치동),서울특별시 강남구 대치동 50-8 ,127.0704743,37.4971072,2025-09-18
3858,그늘막(고정형),서울특별시,강남구,대치2동,쌍용아파트 맞은편 스타벅스앞 횡단보도,서울특별시 강남구 영동대로 217   (대치동),서울특별시 강남구 대치동 994-9 ,127.0684597,37.4981556,2018-09-01
3859,그늘막(스마트형),서울특별시,강남구,대치2동,학여울역 세텍 대각선 건너편 (교통섬),"서울특별시 강남구 삼성로 212   (대치동, 은마아파트)",서울특별시 강남구 대치동 316 ,127.0693025,37.4966263,2025-09-24
3860,그늘막(고정형),서울특별시,강남구,대치2동,은마아파트입구사거리 하나은행 앞,서울특별시 강남구 도곡로 501   (대치동),서울특별시 강남구 대치동 988-14 ,127.061105,37.499179,2019-06-01
3861,그늘막(고정형),서울특별시,강남구,대치2동,대치우성아파트사거리 현대자동차 앞,서울특별시 강남구 영동대로 302   (대치동),서울특별시 강남구 대치동 1009-5 ,127.0677805,37.5013271,2019-06-01
3862,그늘막(고정형),서울특별시,강남구,대치2동,횡단보도앞,서울특별시 강남구 도곡로 531   (대치동),서울특별시 강남구 대치동 986-6 ,127.0645531,37.5001926,2019-07-01
3863,그늘막(고정형),서울특별시,강남구,대치2동,횡단보도앞,서울특별시 강남구 도곡로 532   (대치동),서울특별시 강남구 대치동 991-4 ,127.0646005,37.4998978,2019-07-01
3864,그늘막(고정형),서울특별시,강남구,대치2동,,서울특별시 강남구 도곡로 511   (대치동),서울특별시 강남구 대치동 988-17 ,127.0623368,37.4995949,2021-09-01
