연번,종류,시도,시군구,읍면동,설치장소명,도로명주소,지번주소,경도,위도,설치일시
140,그늘막(고정형),서울특별시,중구,광희동,중구청 교차로-1,서울특별시 중구 창경궁로 17   (예관동),서울특별시 중구 예관동 120-1 ,126.997956,37.5638485,2018-08-15
141,그늘막(고정형),서울특별시,중구,광희동,중구청 교차로-2,서울특별시 중구 창경궁로 20   (예관동),서울특별시 중구 예관동 70-2 ,126.9986077,37.5641979,2018-08-15
142,그늘막(고정형),서울특별시,중구,광희동,중구청 교차로-3,서울특별시 중구 마른내로 95   (예관동),서울특별시 중구 예관동 67-4 ,126.9986227,37.5644902,2018-05-15
143,그늘막(고정형),서울특별시,중구,광희동,광희동 사거리-1, ,서울특별시 중구 광희동1가 216 ,127.0023521,37.5632966,2018-08-15
144,그늘막(고정형),서울특별시,중구,광희동,광희동 사거리-2,서울특별시 중구 퇴계로 323   (광희동2가),서울특별시 중구 광희동2가 13-2 ,127.0027933,37.5634334,2018-08-15
145,그늘막(고정형),서울특별시,중구,광희동,광희동 사거리 -3,서울특별시 중구 장충단로 215   (광희동2가),서울특별시 중구 광희동2가 359 ,127.0069319,37.5640241,2018-08-15
146,그늘막(스마트형),서울특별시,중구,광희동,DDP역 13번 출구 앞,서울특별시 중구 장충단로 247   (을지로6가),서울특별시 중구 을지로6가 18-220 ,127.0076619,37.5662817,2025-06-23
147,그늘막(스마트형),서울특별시,중구,광희동,DDP역 12번 출구 앞,서울특별시 중구 을지로 264   (을지로6가),서울특별시 중구 을지로6가 21-31 ,127.0074576,37.5659351,2025-06-23
148,그늘막(고정형),서울특별시,중구,광희동,,서울특별시 중구 을지로 227   (을지로5가),서울특별시 중구 을지로6가 1-42 ,127.0043939,37.5668912,
149,그늘막(고정형),서울특별시,중구,광희동,기아모터스 앞,서울특별시 중구 퇴계로 213   (충무로4가),서울특별시 중구 충무로4가 125-3 ,126.9954634,37.5617268,2018-08-15
150,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-1,서울특별시 중구 동호로 325   (오장동),서울특별시 중구 오장동 206-24 ,127.0023218,37.5633211,2018-09-04
151,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-2,서울특별시 중구 퇴계로 275   (오장동),서울특별시 중구 오장동 206-25 ,127.0022261,37.5632514,2018-09-04
152,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-3,서울특별시 중구 동호로 330   (쌍림동),서울특별시 중구 쌍림동 292 ,127.0027511,37.5634767,2018-09-04
153,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-4,서울특별시 중구 동호로 330   (쌍림동),서울특별시 중구 쌍림동 292 ,127.002846,37.5634142,2018-09-04
154,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-5,서울특별시 중구 퇴계로 282   (쌍림동),서울특별시 중구 쌍림동 151-9 ,127.0028504,37.5630752,2018-09-04
155,그늘막(고정형),서울특별시,중구,광희동,퇴계로5가 교차로-6,서울특별시 중구 동호로 320   (쌍림동),서울특별시 중구 쌍림동 104-3 ,127.0027576,37.563032,2018-09-04
156,그늘막(고정형),서울특별시,중구,광희동,오장동 사거리(국민은행 앞),서울특별시 중구 동호로 336   (쌍림동),서울특별시 중구 쌍림동 146-7 ,127.002735,37.5645358,2019-05-23
157,그늘막(고정형),서울특별시,중구,광희동,오장동 사거리(세븐일레븐 앞),서울특별시 중구 동호로 341   (오장동),서울특별시 중구 오장동 139-5 ,127.0021964,37.5647244,2019-05-23
158,그늘막(고정형),서울특별시,중구,광희동,청화빌딩 앞,서울특별시 중구 퇴계로 299   (쌍림동),서울특별시 중구 쌍림동 22-1 ,127.0048821,37.5638914,2020-06-15
159,그늘막(고정형),서울특별시,중구,광희동,남산센트럴자이 앞,"서울특별시 중구 퇴계로 235   (충무로4가, 남산 센트럴 자이)",서울특별시 중구 충무로4가 306 ,126.9982023,37.5623457,2020-06-15
160,그늘막(고정형),서울특별시,중구,광희동,남경빌딩 앞,서울특별시 중구 창경궁로 2   (충무로5가),서울특별시 중구 충무로5가 19-7 ,126.9986964,37.5624803,2020-06-15
161,그늘막(스마트형),서울특별시,중구,광희동,DDP앞 교통섬,서울특별시 중구 을지로 지하279   (을지로7가),서울특별시 중구 을지로7가 5-1 ,127.0080578,37.566111,2025-06-23
162,그늘막(스마트형),서울특별시,중구,광희동,4호선,서울특별시 중구 장충단로 지하230   (광희동2가),서울특별시 중구 을지로7가 136-1 ,127.0080136,37.5656836,2019-05-23
163,그늘막(고정형),서울특별시,중구,광희동,,서울특별시 중구 퇴계로 지하265   (충무로5가),서울특별시 중구 충무로5가 19-10 ,127.0003411,37.5628347,
164,그늘막(고정형),서울특별시,중구,을지로동,을지로3가 파출소 앞,서울특별시 중구 충무로 56-1    (을지로3가),서울특별시 중구 을지로3가 291-50 ,126.9928027,37.5662391,2021-06-30
165,그늘막(고정형),서울특별시,중구,을지로동,명보사거리-1,서울특별시 중구 충무로 33   (초동),서울특별시 중구 초동 32-4 ,126.9927282,37.5641717,2021-07-07
166,그늘막(고정형),서울특별시,중구,을지로동,명보사거리-2,서울특별시 중구 마른내로 47   (초동),서울특별시 중구 초동 18-5 ,126.9930604,37.5645369,2022-08-26
167,그늘막(고정형),서울특별시,중구,을지로동,,서울특별시 중구 동호로 361   (을지로5가),서울특별시 중구 을지로5가 273-2 ,127.0019129,37.566583,2025-06-23
168,그늘막(고정형),서울특별시,중구,을지로동,을지로3가 교차로,서울특별시 중구 을지로 133   (을지로3가),서울특별시 중구 을지로3가 140-6 ,126.9927933,37.5665475,2018-08-15
169,그늘막(고정형),서울특별시,중구,을지로동,을지로5가 교차로,서울특별시 중구 을지로 213   (을지로5가),서울특별시 중구 을지로5가 20-1 ,127.0019964,37.567074,2018-08-15
170,그늘막(고정형),서울특별시,중구,을지로동,힐스테이트 세운센트럴 1단지 앞, ,서울특별시 중구 입정동 122 ,126.9936115,37.567882,2018-08-15
171,그늘막(고정형),서울특별시,중구,을지로동,힐스테이트 세운센트럴 1단지 맞은편,서울특별시 중구 충무로 75   (입정동),서울특별시 중구 입정동 222-1 ,126.9922408,37.5680605,2018-08-15
172,그늘막(고정형),서울특별시,중구,신당동,광희문 주변-1,서울특별시 중구 청구로 136   (신당동),서울특별시 중구 신당동 236-306 ,127.0101078,37.5641677,2018-08-15
173,그늘막(고정형),서울특별시,중구,신당동,광희문 주변-2,서울특별시 중구 청구로 136   (신당동),서울특별시 중구 신당동 236-306 ,127.0101155,37.5638956,2018-09-11
174,그늘막(고정형),서울특별시,중구,신당동,광희문 주변-3,서울특별시 중구 청구로 134   (신당동),서울특별시 중구 신당동 236-318 ,127.0101434,37.5636519,2018-09-11
175,그늘막(고정형),서울특별시,중구,신당동,현대자동차 앞,서울특별시 중구 다산로 240   (신당동),서울특별시 중구 신당동 101-7 ,127.0158843,37.5650964,2019-05-23
176,그늘막(고정형),서울특별시,중구,신당동,청구역 1번 출구 앞,서울특별시 중구 청구로 지하77   (신당동),서울특별시 중구 신당동 294-2 ,127.0136018,37.5604289,2019-05-23
177,그늘막(고정형),서울특별시,중구,신당동,새마을금고 신당동 지점 앞,서울특별시 중구 다산로 221-1    (신당동),서울특별시 중구 신당동 233-93 ,127.0151742,37.5630177,2018-08-15
178,그늘막(고정형),서울특별시,중구,신당동,DDP역 3번 출구 앞,서울특별시 중구 퇴계로 349   (을지로7가),서울특별시 중구 을지로7가 11-6 ,127.0106585,37.5649009,2018-08-15
179,그늘막(고정형),서울특별시,중구,신당동,퇴계로 383 앞,서울특별시 중구 퇴계로 383   (신당동),서울특별시 중구 신당동 249-68 ,127.0141134,37.5652746,2018-05-15
180,그늘막(고정형),서울특별시,중구,신당동,다산로 203 앞,서울특별시 중구 다산로 203   (신당동),서울특별시 중구 신당동 292-116 ,127.0142703,37.5614868,2018-08-15
181,그늘막(고정형),서울특별시,중구,신당동,흥인사거리-1,서울특별시 중구 마장로 58   (흥인동),서울특별시 중구 흥인동 8 ,127.0162457,37.5678064,2018-08-15
182,그늘막(고정형),서울특별시,중구,신당동,흥인사거리-2,서울특별시 중구 마장로 45   (신당동),서울특별시 중구 신당동 193-29 ,127.0157087,37.5678229,2018-08-15
183,그늘막(고정형),서울특별시,중구,신당동,흥인사거리-3,서울특별시 중구 다산로 269   (신당동),서울특별시 중구 신당동 254 ,127.0156867,37.568137,2018-08-15
184,그늘막(고정형),서울특별시,중구,신당동,신당역 9번 출구 앞,서울특별시 중구 퇴계로 399   (흥인동),서울특별시 중구 흥인동 114-1 ,127.0159635,37.5655579,2018-08-15
185,그늘막(고정형),서울특별시,중구,신당동,신당역 12번 출구 앞,서울특별시 중구 다산로 258   (흥인동),서울특별시 중구 흥인동 86 ,127.0164805,37.5656196,2018-08-15
186,그늘막(고정형),서울특별시,중구,신당동,청평화시장 사거리,서울특별시 중구 청계천로 334   (신당동),서울특별시 중구 신당동 217-91 ,127.0153697,37.569473,2018-09-04
187,그늘막(고정형),서울특별시,중구,신당동,광희초등학교 정문 앞,서울특별시 중구 다산로 269   (신당동),서울특별시 중구 신당동 254 ,127.0156153,37.5673468,2018-09-04
188,그늘막(고정형),서울특별시,중구,신당동,신당동마을마당, ,서울특별시 중구 신당동 296-9 ,127.0133954,37.5606171,2025-07-30
189,그늘막(고정형),서울특별시,중구,다산동,아우디 매장 앞,서울특별시 중구 동호로 211   (신당동),서울특별시 중구 신당동 426-4 ,127.0089513,37.5567217,2018-09-04
190,그늘막(고정형),서울특별시,중구,다산동,약수역 9번출구 앞,서울특별시 중구 다산로 117   (신당동),서울특별시 중구 신당동 369-9 ,127.0103433,37.5546308,2018-09-04
191,그늘막(고정형),서울특별시,중구,다산동,약수역 2번 출구 앞,서울특별시 중구 동호로 192   (신당동),서울특별시 중구 신당동 374-22 ,127.0106628,37.5551913,2018-09-04
192,그늘막(고정형),서울특별시,중구,다산동,양봉농협 앞,서울특별시 중구 다산로 141   (신당동),서울특별시 중구 신당동 370-61 ,127.0114273,37.5564564,2018-09-04
193,그늘막(고정형),서울특별시,중구,다산동,약수동 성결교회,서울특별시 중구 다산로 55   (신당동),서울특별시 중구 신당동 432-1621 ,127.0073399,37.5495985,2019-05-23
194,그늘막(고정형),서울특별시,중구,다산동,남산타운 정문 맞은편, ,서울특별시 중구 신당동 366-440 ,127.0067863,37.5479531,2019-05-23
195,그늘막(고정형),서울특별시,중구,다산동,피자헛 약수점 앞,서울특별시 중구 다산로 155   (신당동),서울특별시 중구 신당동 370-52 ,127.0119902,37.5575441,2020-06-15
196,그늘막(고정형),서울특별시,중구,다산동,모닝글로리 약수점 앞,서울특별시 중구 다산로 169   (신당동),서울특별시 중구 신당동 336-8 ,127.0126375,37.5586779,2020-06-15
197,그늘막(고정형),서울특별시,중구,다산동,약수역 9번 출구 앞,서울특별시 중구 다산로 117   (신당동),서울특별시 중구 신당동 369-9 ,127.0102644,37.5546072,2020-06-15
198,그늘막(고정형),서울특별시,중구,다산동,투썸플레이스 청구역점 앞,서울특별시 중구 다산로 185   (신당동),서울특별시 중구 신당동 295-27 ,127.0134437,37.5602301,2022-08-26
199,그늘막(고정형),서울특별시,중구,약수동,우리은행 약수역지점 앞,서울특별시 중구 다산로 104   (신당동),서울특별시 중구 신당동 368-3 ,127.0096954,37.5531623,2022-08-26
200,그늘막(고정형),서울특별시,중구,약수동,LG대리점 앞,서울특별시 중구 동호로 174   (신당동),서울특별시 중구 신당동 373-12 ,127.0117096,37.5538708,2018-08-15
201,그늘막(고정형),서울특별시,중구,약수동,"41동, 남산타운 정문 앞","서울특별시 중구 다산로 32   (신당동, 남산타운)",서울특별시 중구 신당동 844 ,127.0066448,37.5476634,2018-08-15
202,그늘막(고정형),서울특별시,중구,약수동,약수역 3번 출구 앞,서울특별시 중구 다산로 124   (신당동),서울특별시 중구 신당동 369-83 ,127.0109846,37.5547568,2017-08-10
203,그늘막(고정형),서울특별시,중구,약수동,약수역 6번 출구 앞,서울특별시 중구 다산로 118   (신당동),서울특별시 중구 신당동 369-47 ,127.0106255,37.5544347,2017-08-10
204,그늘막(고정형),서울특별시,중구,약수동,약수역 5번 출구 앞,서울특별시 중구 동호로 171   (신당동),서울특별시 중구 신당동 372-3 ,127.0113159,37.5536123,2017-08-10
205,그늘막(고정형),서울특별시,중구,약수동,SOBOL 매장 앞,서울특별시 중구 다산로 58   (신당동),서울특별시 중구 신당동 366-125 ,127.0076963,37.5496157,2018-08-15
206,그늘막(고정형),서울특별시,중구,약수동,주차타워(다동),서울특별시 중구 다산로 78   (신당동),서울특별시 중구 신당동 366-144 ,127.0079587,37.5510059,2019-05-23
207,그늘막(고정형),서울특별시,중구,청구동,청구역 3번 출구 앞, ,서울특별시 중구 신당동 294-40 ,127.0138725,37.5600584,2018-08-15
208,그늘막(고정형),서울특별시,중구,청구동,버거킹 약수점 앞,서울특별시 중구 다산로 142   (신당동),서울특별시 중구 신당동 370-64 ,127.0116951,37.5562805,2018-08-15
209,그늘막(고정형),서울특별시,중구,청구동,"111동, 신당삼성아파트 정문 앞","서울특별시 중구 청구로1길 23   (신당동, 신당동삼성아파트)",서울특별시 중구 신당동 843 ,127.0168197,37.5586283,2018-08-15
